k,mean
1.2.2.2.2.2.2.4.2.2.2.2.3.2.2.2.2.2.2.2.2.2,2.8254248413591285
1.2.2.2.2.2.2.4.2.2.2.3.2.2.2.2.2.2.2.2.2.2,2.9546510217577837
1.2.2.2.2.2.2.4.2.2.3.2.2.2.2.2.2.2.2.2.2.2,2.9104907990246844
1.2.2.2.2.2.2.4.2.3.2.2.2.2.2.2.2.2.2.2.2.2,3.0316481413107192
1.2.2.2.2.2.2.4.3.1.2.2.2.2.2.2.2.2.2.2.2.2,2.7102044172124122
1.2.2.2.2.2.2.4.3.2.2.2.2.2.2.2.2.2.2.2.2.2,2.8785295044118198
1.2.2.2.2.2.2.5.2.1.2.2.2.2.2.2.2.2.2.2.2.2,2.4792437026498337
1.2.2.2.2.2.2.5.2.2.2.2.2.2.2.2.2.2.2.2.2.2,2.6792928828783356
1.2.2.2.2.2.3.1.1.1.2.2.1.2.1.2.2.1.2.2.2.2,1.9462587979805965
1.2.2.2.2.2.3.1.1.1.2.2.1.2.1.2.2.2.2.2.2.2,1.9255484817621356
1.2.2.2.2.2.3.1.1.1.2.2.2.1.2.1.2.1.2.2.2.2,0.89662541992991
1.2.2.2.2.2.3.1.1.1.2.2.2.1.2.1.2.2.2.2.2.2,0.873546524265133
1.2.2.2.2.2.3.1.1.1.2.2.2.1.2.2.2.2.2.2.2.2,1.0469076338152632
1.2.2.2.2.2.3.1.1.1.2.2.2.2.1.2.2.2.2.2.2.2,2.0796831451780773
1.2.2.2.2.2.3.1.1.1.2.2.2.2.2.2.2.2.2.2.2.2,1.2394529596766963
1.2.2.2.2.2.3.1.2.1.1.2.2.1.2.1.2.1.2.2.2.2,0.891770397335572
1.2.2.2.2.2.3.1.2.1.1.2.2.1.2.1.2.2.2.2.2.2,0.8593565714289225
1.2.2.2.2.2.3.1.2.1.1.2.2.1.2.2.2.2.2.2.2.2,1.0320627904379966
1.2.2.2.2.2.3.1.2.1.1.2.2.2.2.2.2.2.2.2.2.2,1.2089965991171623
1.2.2.2.2.2.3.1.2.1.2.1.2.1.2.1.2.1.2.2.2.2,0.8845566389984587
1.2.2.2.2.2.3.1.2.1.2.1.2.1.2.1.2.2.2.2.2.2,0.8492430239912351
1.2.2.2.2.2.3.1.2.1.2.1.2.1.2.2.2.2.2.2.2.2,1.0215043771730865
1.2.2.2.2.2.3.1.2.1.2.1.2.2.2.2.2.2.2.2.2.2,1.1828765319917358
1.2.2.2.2.2.3.1.2.1.2.2.1.1.2.1.2.1.2.2.2.2,0.8963771263111107
1.2.2.2.2.2.3.1.2.1.2.2.1.1.2.1.2.2.2.2.2.2,0.8610552486736195
1.2.2.2.2.2.3.1.2.1.2.2.1.1.2.2.2.2.2.2.2.2,1.0360360003201832
1.2.2.2.2.2.3.1.2.1.2.2.1.2.1.2.2.1.2.2.2.2,2.050876583095212
1.2.2.2.2.2.3.1.2.1.2.2.1.2.1.2.2.2.2.2.2.2,2.092667547404572
1.2.2.2.2.2.3.1.2.1.2.2.1.2.2.2.2.2.2.2.2.2,1.993435242877191
1.2.2.2.2.2.3.1.2.1.2.2.2.1.1.1.2.1.2.2.2.2,0.8930465335930647
1.2.2.2.2.2.3.1.2.1.2.2.2.1.1.1.2.2.2.2.2.2,0.8607947491894455
1.2.2.2.2.2.3.1.2.1.2.2.2.1.1.2.2.2.2.2.2.2,1.0397049368736757
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.1.1.2.2.2.2,0.8778916251896641
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.1.2.2.2.2.2,0.8468993773953767
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.1.2.2.2,0.8850399751539757
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.1.2.2,0.8871045039893073
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.2.1.2,0.8707816480828299
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.2.2.1,0.886993692675748
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.2.2.2,0.991586965315683
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.2.2.3,0.8952038762944897
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.2.3.2,0.8816267276086117
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.2.3.2.2,0.8923498850328291
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.1.3.2.2.2,0.9019935581019343
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.1.2.2.2,0.8549699599451992
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.1.2.2,0.8571074169307847
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.2.1.2,0.8497996991689529
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.2.2.1,0.8540963847892324
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.2.2.2,0.9567202569177933
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.2.2.3,0.8618478437084783
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.2.3.2,0.8429099536176031
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.2.3.2.2,0.8533271572642336
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.2.3.2.2.2,0.8589322269780266
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.2.3.2.2.2.2,0.8179313593838992
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.3.1.2.2.2.2,0.88887564413267794
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.1.3.2.2.2.2.2,0.8605331889654683
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.1.2.2.2.2.2,1.0328505552189595
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.1.2.2.2.2,1.187117118298749
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.1.2.2.2,1.0304871816347905
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.1.2.2,1.0282985397197149
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.2.1.2,1.0251996502666374
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.2.2.1,1.0329556763380157
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.2.2.2,1.1024180533103223
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.2.2.3,1.0338093764170337
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.2.3.2,1.021501519335367
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.2.3.2.2,1.0254788512421422
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.2.3.2.2.2,1.0346638730699012
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.2.3.2.2.2.2,0.9851576786407982
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.2.3.2.2.2.2.2,1.029525152553759
1.2.2.2.2.2.3.1.2.1.2.2.2.1.2.3.2.2.2.2.2.2,1.1083251480052956
1.2.2.2.2.2.3.1.2.1.2.2.2.1.3.1.2.1.2.2.2.2,0.8729511816656621
1.2.2.2.2.2.3.1.2.1.2.2.2.1.3.1.2.2.2.2.2.2,0.8454666216785646
1.2.2.2.2.2.3.1.2.1.2.2.2.1.3.2.2.2.2.2.2.2,1.0203175847335537
1.2.2.2.2.2.3.1.2.1.2.2.2.2.1.2.2.2.2.2.2.2,1.7028393469143421
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.1.2.1.2.2.2.2,1.0973624797970722
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.1.2.2.2.2.2.2,1.135426834709951
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.1.2.2.2.2.2,1.2156852780221445
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.1.2.2.2.2,2.0567406202252623
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.1.2.2.2,1.196494945316619
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.1.2.2,1.1952356320876598
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.2.1.2,1.1864870483331365
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.2.2.1,0.9689703072221341
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.2.2.2,1.7587739370461968
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.2.2.3,1.2121999557310645
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.2.3.2,1.1795586838769399
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.2.3.2.2,1.1901284663683713
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.2.3.2.2.2,1.1907767072112385
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.2.3.2.2.2.2,1.187833647190129
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.2.3.2.2.2.2.2,1.1898808389143105
1.2.2.2.2.2.3.1.2.1.2.2.2.2.2.3.2.2.2.2.2.2,1.2785271223593944
1.2.2.2.2.2.3.1.2.1.2.2.2.2.3.2.2.2.2.2.2.2,1.197242484257505
1.2.2.2.2.2.3.1.2.1.2.2.2.3.2.2.2.2.2.2.2.2,1.2826397836548296
1.2.2.2.2.2.3.1.2.1.2.2.3.1.2.1.2.1.2.2.2.2,0.8822446366394033
1.2.2.2.2.2.3.1.2.1.2.2.3.1.2.1.2.2.2.2.2.2,0.8548443297588776
1.2.2.2.2.2.3.1.2.1.2.2.3.1.2.2.2.2.2.2.2.2,1.0332753055819248
1.2.2.2.2.2.3.1.2.1.2.2.3.2.2.2.2.2.2.2.2.2,1.218978274300689
1.2.2.2.2.2.3.1.2.1.2.3.2.1.2.1.2.1.2.2.2.2,0.8998159754358788
1.2.2.2.2.2.3.1.2.1.2.3.2.1.2.1.2.2.2.2.2.2,0.8692173321909854
1.2.2.2.2.2.3.1.2.1.2.3.2.1.2.2.2.2.2.2.2.2,1.0467946005783588
1.2.2.2.2.2.3.1.2.1.2.3.2.2.2.2.2.2.2.2.2.2,1.2137464883627354
1.2.2.2.2.2.3.1.2.1.3.2.2.1.2.1.2.1.2.2.2.2,0.8817075748646913
1.2.2.2.2.2.3.1.2.1.3.2.2.1.2.1.2.2.2.2.2.2,0.8552249295860961
1.2.2.2.2.2.3.1.2.1.3.2.2.1.2.2.2.2.2.2.2.2,1.0310597128877608
1.2.2.2.2.2.3.1.2.1.3.2.2.2.2.2.2.2.2.2.2.2,1.1951562852610937
1.2.2.2.2.2.3.1.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.9724967118335357
1.2.2.2.2.2.3.1.2.2.2.2.2.1.2.1.2.1.2.2.2.2,1.024592990251833
1.2.2.2.2.2.3.1.2.2.2.2.2.1.2.1.2.2.2.2.2.2,1.0841505636942212
1.2.2.2.2.2.3.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2,1.3007278544206076
1.2.2.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.2.2.2.1,1.3677550044662408
1.2.2.2.2.2.3.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2,2.1322795398794585
1.2.2.2.2.2.3.1.3.1.2.2.2.1.2.1.2.1.2.2.2.2,0.8761460677606764
1.2.2.2.2.2.3.1.3.1.2.2.2.1.2.1.2.2.2.2.2.2,0.8464014871486406
1.2.2.2.2.2.3.1.3.1.2.2.2.1.2.2.2.2.2.2.2.2,1.0217958625561747
1.2.2.2.2.2.3.1.3.1.2.2.2.2.2.2.2.2.2.2.2.2,1.1872818423117573
1.2.2.2.2.2.3.2.1.1.1.2.1.2.1.2.2.1.2.2.2.2,1.683331531569789
1.2.2.2.2.2.3.2.1.1.1.2.1.2.1.2.2.2.2.2.2.2,1.6262269398563083
1.2.2.2.2.2.3.2.1.1.1.2.2.1.2.1.2.1.2.2.2.2,0.9107112601046541
1.2.2.2.2.2.3.2.1.1.1.2.2.1.2.1.2.2.2.2.2.2,0.8795713243528501
1.2.2.2.2.2.3.2.1.1.1.2.2.1.2.2.2.2.2.2.2.2,1.040908970355418
1.2.2.2.2.2.3.2.1.1.1.2.2.2.1.2.2.2.2.2.2.2,1.7841471129303894
1.2.2.2.2.2.3.2.1.1.1.2.2.2.2.2.2.2.2.2.2.2,1.23677982176582
1.2.2.2.2.2.3.2.1.1.2.1.1.2.1.2.2.1.2.2.2.2,1.6532470833625155
1.2.2.2.2.2.3.2.1.1.2.1.1.2.1.2.2.2.2.2.2.2,1.6057143252880048
1.2.2.2.2.2.3.2.1.1.2.1.2.1.2.1.2.1.2.2.2.2,0.9034975017675406
1.2.2.2.2.2.3.2.1.1.2.1.2.1.2.1.2.2.2.2.2.2,0.8694577769151629
1.2.2.2.2.2.3.2.1.1.2.1.2.1.2.2.2.2.2.2.2.2,1.0303505570905076
1.2.2.2.2.2.3.2.1.1.2.1.2.2.1.2.2.2.2.2.2.2,1.7474249422504406
1.2.2.2.2.2.3.2.1.1.2.1.2.2.2.2.2.2.2.2.2.2,1.2106597546403934
1.2.2.2.2.2.3.2.1.1.2.2.1.1.1.2.2.1.2.2.2.2,1.686151512202839
1.2.2.2.2.2.3.2.1.1.2.2.1.1.1.2.2.2.2.2.2.2,1.6164251726787697
1.2.2.2.2.2.3.2.1.1.2.2.1.1.2.1.2.1.2.2.2.2,0.9153179890801927
1.2.2.2.2.2.3.2.1.1.2.2.1.1.2.1.2.2.2.2.2.2,0.8812700015975473
1.2.2.2.2.2.3.2.1.1.2.2.1.1.2.2.2.2.2.2.2.2,1.0448821802376047
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.1.2.1.2.2.2.2,1.6509534800973957
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.1.2.2.2.2.2.2,1.5987907734831808
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.1.1.2.2.2.2,1.6575421842840221
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.1.2.2.2.2.2,1.5960741687650275
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.1.2.2.2,1.678032014718798
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.1.2.2,1.6893931387436083
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.2.1.2,1.683723801475683
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.2.2.1,1.673937772248109
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.2.2.2,1.7138424202918925
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.2.2.3,1.6706474739594077
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.2.3.2,1.6571726101093978
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.2.3.2.2,1.665792010999539
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.1.3.2.2.2,1.6594634538723674
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.1.2.2.2,1.6122757923728759
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.1.2.2,1.6327134300717616
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.2.1.2,1.6072695482259942
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.2.2.1,1.6080422767363554
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.2.2.2,1.6699181692225653
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.2.2.3,1.608045299835138
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.2.3.2,1.605049302645378
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.2.3.2.2,1.591810267822364
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.2.3.2.2.2,1.595104522918866
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.2.3.2.2.2.2,1.5763232196029517
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.3.1.2.2.2.2,1.7171472312906566
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.2.3.2.2.2.2.2,1.662079901372598
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.3.2.1.2.2.2.2,1.7041717241087777
1.2.2.2.2.2.3.2.1.1.2.2.1.2.1.3.2.2.2.2.2.2,1.6347183067130202
1.2.2.2.2.2.3.2.1.1.2.2.1.2.2.2.2.1.2.2.2.2,2.6149523959401115
1.2.2.2.2.2.3.2.1.1.2.2.1.2.2.2.2.2.2.2.2.2,1.9096363306972686
1.2.2.2.2.2.3.2.1.1.2.2.1.3.1.2.2.1.2.2.2.2,1.6607527520961827
1.2.2.2.2.2.3.2.1.1.2.2.1.3.1.2.2.2.2.2.2.2,1.5958768108567467
1.2.2.2.2.2.3.2.1.1.2.2.2.1.1.1.2.1.2.2.2.2,0.9119873963621474
1.2.2.2.2.2.3.2.1.1.2.2.2.1.1.1.2.2.2.2.2.2,0.8810095021133736
1.2.2.2.2.2.3.2.1.1.2.2.2.1.1.2.2.2.2.2.2.2,1.4078092861207523
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.1.1.2.2.2.2,0.8968324879587463
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.1.2.2.2.2.2,0.8671141303193041
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.1.2.2.2,0.903980837923058
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.1.2.2,0.9060453667583894
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.2.1.2,0.889722510851912
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.2.2.1,0.9059345554448303
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.2.2.2,1.017070298710286
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.2.2.3,0.9141447390635716
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.2.3.2,0.9005675903776938
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.2.3.2.2,0.9112907478019111
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.1.3.2.2.2,0.9209344208710162
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.1.2.2.2,0.875184712869127
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.1.2.2,0.8773221698547126
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.2.1.2,0.8700144520928805
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.2.2.1,0.8743111377131599
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.2.2.2,0.9847027902558824
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.2.2.3,0.8820625966324056
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.2.3.2,0.8631247065415308
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.2.3.2.2,0.873541910188161
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.2.3.2.2.2,0.8791469799019541
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.2.3.2.2.2.2,0.836602487940415
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.3.1.2.2.2.2,0.9078165069017604
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.1.3.2.2.2.2.2,0.8807479418893958
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.1.2.2.2.2.2,1.041696735136381
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.1.2.2.2.2,1.1976365341038337
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.1.2.2.2,1.039333361552212
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.1.2.2,1.0371447196371366
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.2.1.2,1.034045830184059
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.2.2.1,1.0418018562554374
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.2.2.2,1.1079148551421167
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.2.2.3,1.0426555563344553
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.2.3.2,1.0303476992527887
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.2.3.2.2,1.0343250311595635
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.2.3.2.2.2,1.0435100529873227
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.2.3.2.2.2.2,0.9936889425850373
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.2.3.2.2.2.2.2,1.0383713324711805
1.2.2.2.2.2.3.2.1.1.2.2.2.1.2.3.2.2.2.2.2.2,1.1095172535400302
1.2.2.2.2.2.3.2.1.1.2.2.2.1.3.1.2.1.2.2.2.2,0.8918920444347443
1.2.2.2.2.2.3.2.1.1.2.2.2.1.3.1.2.2.2.2.2.2,0.8656813746024917
1.2.2.2.2.2.3.2.1.1.2.2.2.1.3.2.2.2.2.2.2.2,1.0291637646509755
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.1.2.2.2.2.2.2,1.768722834120104
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.1.2.2.2.2.2,1.754475574980881
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.1.2.2.2.2,1.904688549332991
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.1.2.2.2,1.7729234885412355
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.1.2.2,1.7901860077157365
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.2.1.2,1.7689508866577819
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.2.2.1,1.7784198647859113
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.2.2.2,1.5526088152006237
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.2.2.3,1.7569210718263653
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.2.3.2,1.7630597528329937
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.2.3.2.2,1.74462435089293
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.2.3.2.2.2,1.758803484202506
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.2.3.2.2.2.2,1.7153887251037843
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.2.3.2.2.2.2.2,1.8048489022965168
1.2.2.2.2.2.3.2.1.1.2.2.2.2.1.3.2.2.2.2.2.2,1.7713814719468595
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.1.2.1.2.2.2.2,1.1266701876566583
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.1.2.2.2.2.2.2,1.1734067203079905
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.1.2.2.2.2.2,1.2434685006708017
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.1.2.2.2.2,2.03763093946936
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.1.2.2.2,1.2242781679652766
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.1.2.2,1.2230188547363172
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.2.1.2,1.2142702709817934
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.2.2.1,1.01542110507377
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.2.2.2,1.758547278662701
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.2.2.3,1.239983178379722
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.2.3.2,1.2073419065255973
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.2.3.2.2,1.2179116890170287
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.2.3.2.2.2,1.218559929859896
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.2.3.2.2.2.2,1.2155237475174996
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.2.3.2.2.2.2.2,1.2176640615629675
1.2.2.2.2.2.3.2.1.1.2.2.2.2.2.3.2.2.2.2.2.2,1.3013833663531182
1.2.2.2.2.2.3.2.1.1.2.2.2.2.3.2.2.2.2.2.2.2,1.2250257069061625
1.2.2.2.2.2.3.2.1.1.2.2.2.3.1.2.2.2.2.2.2.2,1.7702344595488837
1.2.2.2.2.2.3.2.1.1.2.2.2.3.2.2.2.2.2.2.2.2,1.3168376477317254
1.2.2.2.2.2.3.2.1.1.2.2.3.1.2.1.2.1.2.2.2.2,0.9011854994084857
1.2.2.2.2.2.3.2.1.1.2.2.3.1.2.1.2.2.2.2.2.2,0.875059082682805
1.2.2.2.2.2.3.2.1.1.2.2.3.1.2.2.2.2.2.2.2.2,1.0421214854993464
1.2.2.2.2.2.3.2.1.1.2.2.3.2.1.2.2.2.2.2.2.2,1.84768122740402
1.2.2.2.2.2.3.2.1.1.2.2.3.2.2.2.2.2.2.2.2.2,1.2467614969493466
1.2.2.2.2.2.3.2.1.1.2.3.1.2.1.2.2.1.2.2.2.2,1.7414034511895113
1.2.2.2.2.2.3.2.1.1.2.3.1.2.1.2.2.2.2.2.2.2,1.6701498014362017
1.2.2.2.2.2.3.2.1.1.2.3.2.1.2.1.2.1.2.2.2.2,0.918756838204961
1.2.2.2.2.2.3.2.1.1.2.3.2.1.2.1.2.2.2.2.2.2,0.8894320851149131
1.2.2.2.2.2.3.2.1.1.2.3.2.1.2.2.2.2.2.2.2.2,1.0556407804957801
1.2.2.2.2.2.3.2.1.1.2.3.2.2.1.2.2.2.2.2.2.2,1.8296218386042842
1.2.2.2.2.2.3.2.1.1.2.3.2.2.2.2.2.2.2.2.2.2,1.241529711011393
1.2.2.2.2.2.3.2.1.1.3.2.1.2.1.2.2.1.2.2.2.2,1.6745005249008402
1.2.2.2.2.2.3.2.1.1.3.2.1.2.1.2.2.2.2.2.2.2,1.6107523733391105
1.2.2.2.2.2.3.2.1.1.3.2.2.1.2.1.2.1.2.2.2.2,0.900648437633773
1.2.2.2.2.2.3.2.1.1.3.2.2.1.2.1.2.2.2.2.2.2,0.8754396825100237
1.2.2.2.2.2.3.2.1.1.3.2.2.1.2.2.2.2.2.2.2.2,1.039905892805182
1.2.2.2.2.2.3.2.1.1.3.2.2.2.1.2.2.2.2.2.2.2,1.7690540133004038
1.2.2.2.2.2.3.2.1.1.3.2.2.2.2.2.2.2.2.2.2.2,1.2229395079097514
1.2.2.2.2.2.3.2.1.2.2.2.1.2.1.2.2.1.2.2.2.2,2.0290333128774414
1.2.2.2.2.2.3.2.1.2.2.2.1.2.1.2.2.2.2.2.2.2,1.973511832080734
1.2.2.2.2.2.3.2.1.2.2.2.1.2.2.2.2.2.2.2.2.2,2.856873225649138
1.2.2.2.2.2.3.2.1.2.2.2.2.1.2.1.2.1.2.2.2.2,1.0451753931744237
1.2.2.2.2.2.3.2.1.2.2.2.2.1.2.1.2.2.2.2.2.2,1.106698273753268
1.2.2.2.2.2.3.2.1.2.2.2.2.1.2.2.2.2.2.2.2.2,1.3133068945272601
