k,mean
2.2.2.1.2.1.2.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.6745712196889686
2.2.2.1.2.1.2.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2,2.5338236642628607
2.2.2.1.2.1.3.2.1.1.2.2.1.2.1.2.2.2.2.2.2.2,1.3388180732418609
2.2.2.1.2.1.3.2.2.1.2.2.1.2.1.2.2.2.2.2.2.2,1.4610623515371854
2.2.2.1.2.1.3.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2,2.252036111533887
2.2.2.1.2.1.3.2.2.1.2.2.2.1.2.1.2.1.2.2.2.2,0.8862800493266689
2.2.2.1.2.1.3.2.2.1.2.2.2.1.2.1.2.2.2.2.2.2,0.9567277274700734
2.2.2.1.2.1.3.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2,1.0638519487789206
2.2.2.1.2.1.3.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2,1.4856364986315607
2.2.2.1.2.1.3.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2,0.9681448207762197
2.2.2.1.2.1.3.2.2.1.2.2.2.2.2.2.2.1.2.2.2.2,2.3848026945086356
2.2.2.1.2.1.3.2.2.1.2.2.2.2.2.2.2.2.2.2.2.1,0.812980701245121
2.2.2.1.2.1.3.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2,1.4954674721702543
2.2.2.1.2.1.3.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.42231635414462
2.2.2.1.2.1.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2,1.0704082664476935
2.2.2.1.2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1,1.4048259195111439
2.2.2.1.2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2.2,1.784815243247015
2.2.2.1.2.1.3.3.1.1.2.2.1.2.1.2.2.1.2.2.2.2,1.2145014906972602
2.2.2.1.2.1.3.3.1.1.2.2.1.2.1.2.2.2.2.2.2.2,1.0466719917307492
2.2.2.1.2.1.3.3.1.1.2.2.1.2.2.2.2.2.2.2.2.2,2.0828887900800708
2.2.2.1.2.1.3.3.1.1.2.2.2.2.1.2.2.1.2.2.2.2,1.2713486033679116
2.2.2.1.2.1.3.3.1.1.2.2.2.2.1.2.2.2.2.2.2.2,1.0908294960549563
2.2.2.1.2.1.3.3.1.1.2.2.2.2.2.2.2.2.2.2.2.2,2.109830950290368
2.2.2.1.2.1.3.3.2.1.2.2.1.2.1.2.2.1.2.2.2.2,1.262253726947846
2.2.2.1.2.1.3.3.2.1.2.2.1.2.1.2.2.2.2.2.2.2,1.099617409401256
2.2.2.1.2.1.3.3.2.1.2.2.1.2.2.2.2.1.2.2.2.2,2.295275693508413
2.2.2.1.2.1.3.3.2.1.2.2.1.2.2.2.2.2.2.2.2.2,2.0976153202437553
2.2.2.1.2.1.3.3.2.1.2.2.2.2.1.2.2.1.2.2.2.2,1.2910284445484972
2.2.2.1.2.1.3.3.2.1.2.2.2.2.1.2.2.2.2.2.2.2,1.089186899498904
2.2.2.1.2.1.3.3.2.1.2.2.2.2.2.2.2.1.2.2.2.2,2.324977285970983
2.2.2.1.2.1.3.3.2.1.2.2.2.2.2.2.2.2.2.2.2.2,2.0752970300101463
2.2.2.1.2.1.3.3.2.2.2.2.1.2.1.2.2.2.2.2.2.2,1.3260154455354867
2.2.2.1.2.1.3.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.299038829365424
2.2.2.1.2.1.3.3.2.2.2.2.2.2.1.2.2.2.2.2.2.2,1.2793474413097732
2.2.2.1.2.1.3.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2,2.2099436751491366
2.2.2.1.2.2.1.2.2.1.2.2.1.2.2.2.2.2.2.2.2.1,1.5563158844742189
2.2.2.1.2.2.1.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2,2.3387938071130137
2.2.2.1.2.2.1.2.2.1.2.2.2.1.2.1.2.2.2.2.2.2,0.9845594976044362
2.2.2.1.2.2.1.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2,1.1218544599404796
2.2.2.1.2.2.1.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2,1.995389930123584
2.2.2.1.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.2.1,1.3299605594509953
2.2.2.1.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2,1.8232090506388083
2.2.2.1.2.2.1.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2,3.0906290000069787
2.2.2.1.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2,2.7540523225040094
2.2.2.1.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.6954204470358007
2.2.2.1.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2,1.1334529422350301
2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.1.2.2.2.2.2.2,1.084447006025523
2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.2.1,1.883663753151647
2.2.2.1.2.2.1.3.2.1.2.2.1.2.1.2.2.2.2.2.2.2,1.7204382674287049
2.2.2.1.2.2.1.3.2.1.2.2.1.2.2.2.2.2.2.2.2.2,2.650319089095555
2.2.2.1.2.2.1.3.2.1.2.2.2.2.2.2.2.2.2.2.2.2,2.6396714714774423
2.2.2.1.2.2.1.3.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.9295806587398294
2.2.2.1.2.2.1.3.2.2.2.2.2.2.2.2.2.2.2.2.2.2,2.7883798366957295
2.2.2.1.2.2.2.1.2.1.2.2.1.2.2.2.2.2.2.2.2.1,1.3364164321757777
2.2.2.1.2.2.2.1.2.1.2.2.1.2.2.2.2.2.2.2.2.2,2.1662611216266394
2.2.2.1.2.2.2.1.2.1.2.2.2.1.2.1.2.2.2.2.2.2,0.9623401472058836
2.2.2.1.2.2.2.1.2.1.2.2.2.1.2.2.2.2.2.2.2.2,1.0986765722963676
2.2.2.1.2.2.2.1.2.1.2.2.2.2.1.2.2.2.2.2.2.2,1.9936107891095378
2.2.2.1.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2.2.2.1,1.0651786271457262
2.2.2.1.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2.2.2.2,1.6876205260590218
2.2.2.1.2.2.2.1.2.2.1.2.1.2.2.2.2.2.2.2.2.2,2.911521584423106
2.2.2.1.2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2.2.2,2.5459836002893224
2.2.2.1.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2.2.2,2.5376558246440846
2.2.2.1.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2,1.09093927900579
2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.1.2.2.2.2.2.2,1.0490882198486349
2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.2.1,1.659427215526058
2.2.2.1.2.2.2.2.1.1.2.2.1.2.1.2.2.2.2.2.2.2,1.6689836354473269
2.2.2.1.2.2.2.2.1.1.2.2.1.2.2.2.2.2.2.2.2.1,1.3831903458037862
2.2.2.1.2.2.2.2.1.1.2.2.1.2.2.2.2.2.2.2.2.2,2.1945985545872118
2.2.2.1.2.2.2.2.1.1.2.2.2.1.2.1.2.2.2.2.2.2,0.9688395110359469
2.2.2.1.2.2.2.2.1.1.2.2.2.1.2.2.2.2.2.2.2.2,1.0959632950410405
2.2.2.1.2.2.2.2.1.1.2.2.2.2.1.2.2.2.2.2.2.2,1.8126700309468877
2.2.2.1.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2.2.2.1,1.139048988493047
2.2.2.1.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2.2.2.2,1.723097200647808
2.2.2.1.2.2.2.2.1.2.1.2.1.2.2.2.2.2.2.2.2.2,2.9240300761212747
2.2.2.1.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2.2.2,2.593778238162741
2.2.2.1.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2.2,2.582108551796341
2.2.2.1.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2.2,1.0923271689249303
2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2,1.056102546416287
2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2.1,1.6997476499758717
2.2.2.1.2.2.2.2.2.1.1.2.1.2.2.2.2.2.2.2.2.1,1.8722335893579711
2.2.2.1.2.2.2.2.2.1.1.2.1.2.2.2.2.2.2.2.2.2,2.4435563321958895
2.2.2.1.2.2.2.2.2.1.1.2.2.1.2.1.2.2.2.2.2.2,0.9608586058621444
2.2.2.1.2.2.2.2.2.1.1.2.2.1.2.2.2.2.2.2.2.2,1.0862667704299818
2.2.2.1.2.2.2.2.2.1.1.2.2.2.1.2.2.2.2.2.2.2,1.7698509146830572
2.2.2.1.2.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2.2.1,1.652572842314961
2.2.2.1.2.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2.2.2,1.8824848139415211
2.2.2.1.2.2.2.2.2.1.2.1.1.2.2.2.2.2.2.2.2.1,1.383238801458762
2.2.2.1.2.2.2.2.2.1.2.1.1.2.2.2.2.2.2.2.2.2,2.153553472909085
2.2.2.1.2.2.2.2.2.1.2.1.2.1.2.1.2.2.2.2.2.2,0.973758600971938
2.2.2.1.2.2.2.2.2.1.2.1.2.1.2.2.2.2.2.2.2.2,1.100449214587565
2.2.2.1.2.2.2.2.2.1.2.1.2.2.1.2.2.2.2.2.2.2,1.7400171449845228
2.2.2.1.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2.1,1.1623151254826416
2.2.2.1.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2.2,1.6769944599259476
2.2.2.1.2.2.2.2.2.1.2.2.1.1.2.1.2.2.2.2.2.2,0.9818444581003035
2.2.2.1.2.2.2.2.2.1.2.2.1.1.2.2.2.2.2.2.2.1,1.3784548413263698
2.2.2.1.2.2.2.2.2.1.2.2.1.1.2.2.2.2.2.2.2.2,1.7972122166561444
2.2.2.1.2.2.2.2.2.1.2.2.1.2.1.2.2.2.2.2.2.1,1.4417067006137676
2.2.2.1.2.2.2.2.2.1.2.2.1.2.1.2.2.2.2.2.2.2,1.844499806907658
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.1.2.2.2.2.2.1,1.348823922919751
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.1.2.2.2.2.2.2,2.1455503102670503
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.1.2.2.2.2.1,1.426111004586208
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.1.2.2.2.2.2,2.1746208518247863
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.1.2.2.2.1,1.3561597609257203
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.1.2.2.2.2,2.249979684708224
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.1.2.2.1,1.4166069269501107
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.1.2.2.2,2.164075366608817
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.1.2.1,1.4083190869656572
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.1.2.2,2.1813073417207414
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.1.1,1.3600256458192772
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.1.2,2.138048805045984
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.1,1.9129891651242705
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.2,1.827343704900223
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.2.3,2.3242512438871845
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.3.1,1.4017635166766533
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.3.2,2.1767466010858283
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.3.2.1,1.3394149534170245
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.3.2.2,2.1428303628229273
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.3.2.2.1,1.3142649778195585
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.2.3.2.2.2,2.1346176381111106
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.3.2.2.2.1,1.3311737849569893
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.2.3.2.2.2.2,2.0944634284618298
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.3.2.2.2.2.1,1.336639483347521
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.2.3.2.2.2.2.2,2.1654716333793873
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.3.2.2.2.2.2.1,1.3378275968312447
2.2.2.1.2.2.2.2.2.1.2.2.1.2.2.3.2.2.2.2.2.2,2.1478716503359
2.2.2.1.2.2.2.2.2.1.2.2.1.2.3.2.2.2.2.2.2.1,1.3041220867763579
2.2.2.1.2.2.2.2.2.1.2.2.1.2.3.2.2.2.2.2.2.2,2.3763780855364747
2.2.2.1.2.2.2.2.2.1.2.2.1.3.2.2.2.2.2.2.2.1,1.3714782695358614
2.2.2.1.2.2.2.2.2.1.2.2.1.3.2.2.2.2.2.2.2.2,2.1601008146888
2.2.2.1.2.2.2.2.2.1.2.2.2.1.1.1.2.2.2.2.2.2,0.9672079215670717
2.2.2.1.2.2.2.2.2.1.2.2.2.1.1.2.2.2.2.2.2.2,1.423031139370945
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.1.2.2.2.2.2,0.969617528230656
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.1.2.2.2.2,0.9888103743507777
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.1.2.2.2,0.9746517340442101
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.1.2.2,0.9714325841106446
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.2.1.2,0.9660599264219505
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.2.2.1,0.9635225056476855
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.2.2.2,1.1338805318503953
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.2.2.3,0.9819913943370656
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.2.3.2,0.9687595728589483
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.2.3.2.2,0.9622208619845796
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.2.3.2.2.2,0.9779360665563545
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.2.3.2.2.2.2,0.9769775811020376
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.1.3.2.2.2.2.2,0.9724566150132553
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.1.2.2.2.2.2,1.1023275943236426
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.1.2.2.2.2,1.1930611512116711
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.1.2.2.2,1.1039168446068415
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.1.2.2,1.1031988515479996
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.1.2,1.1041240856974297
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.1,1.113214666278452
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.2,1.725351759720386
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2.3,1.1096668590072143
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.3.2,1.0992545067036332
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.3.2.2,1.0958354188493915
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.2.3.2.2.2,1.1071558968089685
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.2.3.2.2.2.2,1.0792266373518413
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.2.3.2.2.2.2.2,1.0989196570253756
2.2.2.1.2.2.2.2.2.1.2.2.2.1.2.3.2.2.2.2.2.2,1.134078838205788
2.2.2.1.2.2.2.2.2.1.2.2.2.1.3.1.2.2.2.2.2.2,0.9631261591611752
2.2.2.1.2.2.2.2.2.1.2.2.2.1.3.2.2.2.2.2.2.2,1.0878769119293241
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.1.2.2.2.2.2.2,1.7690712051326514
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.1.2.2.2.2.2,1.7495161201210396
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.1.2.2.2.2,1.9433570174582704
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.1.2.2.2,1.767516266996366
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.1.2.2,1.7878234260442913
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.1.2,1.7546285667735
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.1,1.471299547277793
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.2,1.4890584319609974
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2.3,1.7739850623097821
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.3.2,1.7677474077853028
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.3.2.2,1.7487514140513407
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.2.3.2.2.2,1.7757476686864697
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.2.3.2.2.2.2,1.6861512782370514
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.2.3.2.2.2.2.2,1.812089464899888
2.2.2.1.2.2.2.2.2.1.2.2.2.2.1.3.2.2.2.2.2.2,1.7621414155268533
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.1,1.094916519328269
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2,1.6736992223958018
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.1,1.1838367503898504
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2,1.6917926558040919
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.1.2.2.2.1,1.0838782138087732
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.1.2.2.2.2,1.748550655207704
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.2.2.1,1.1618359435071564
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.2.2.2,1.6837776324949636
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.1.2.1,1.1711695985948714
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.1.2.2,1.691500767347001
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.1.1,1.082470417124778
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.1.2,1.6531839792227547
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.1,1.5730560921507541
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.2,1.7144648983575774
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2.3,1.7613891154497137
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.3.1,1.177697601362151
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.3.2,1.695306390812185
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.2.1,1.0915220192778003
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.2.2,1.666029934701024
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.3.2.2.1,1.0752578524557264
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.2.3.2.2.2,1.6622655682144527
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2.2.2.1,1.0890153840516632
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2.2.2.2,1.6273352653017987
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.3.2.2.2.2.1,1.0884323831986074
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.2.3.2.2.2.2.2,1.6768196118145218
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.3.2.2.2.2.2.1,1.0974431199580208
2.2.2.1.2.2.2.2.2.1.2.2.2.2.2.3.2.2.2.2.2.2,1.6860947572381806
2.2.2.1.2.2.2.2.2.1.2.2.2.2.3.2.2.2.2.2.2.1,1.04965610946164
2.2.2.1.2.2.2.2.2.1.2.2.2.2.3.2.2.2.2.2.2.2,1.8066017802730925
2.2.2.1.2.2.2.2.2.1.2.2.2.3.1.2.2.2.2.2.2.2,1.786430268237819
2.2.2.1.2.2.2.2.2.1.2.2.2.3.2.2.2.2.2.2.2.1,1.1106974925112079
2.2.2.1.2.2.2.2.2.1.2.2.2.3.2.2.2.2.2.2.2.2,1.6727357249434422
2.2.2.1.2.2.2.2.2.1.2.2.3.1.2.1.2.2.2.2.2.2,0.9595137582770173
2.2.2.1.2.2.2.2.2.1.2.2.3.1.2.2.2.2.2.2.2.2,1.0979045158987244
2.2.2.1.2.2.2.2.2.1.2.2.3.2.1.2.2.2.2.2.2.2,1.8060229408003177
2.2.2.1.2.2.2.2.2.1.2.2.3.2.2.2.2.2.2.2.2.1,0.9725696890903657
2.2.2.1.2.2.2.2.2.1.2.2.3.2.2.2.2.2.2.2.2.2,1.6122620017181448
2.2.2.1.2.2.2.2.2.1.2.3.1.2.2.2.2.2.2.2.2.1,1.3637753881630397
2.2.2.1.2.2.2.2.2.1.2.3.1.2.2.2.2.2.2.2.2.2,2.1708035474799865
2.2.2.1.2.2.2.2.2.1.2.3.2.1.2.1.2.2.2.2.2.2,0.9719591341547064
2.2.2.1.2.2.2.2.2.1.2.3.2.1.2.2.2.2.2.2.2.2,1.1074773239920255
2.2.2.1.2.2.2.2.2.1.2.3.2.2.1.2.2.2.2.2.2.2,1.8179794366204518
2.2.2.1.2.2.2.2.2.1.2.3.2.2.2.2.2.2.2.2.2.1,1.1112168506034805
2.2.2.1.2.2.2.2.2.1.2.3.2.2.2.2.2.2.2.2.2.2,1.6854508836426294
2.2.2.1.2.2.2.2.2.1.3.2.1.2.2.2.2.2.2.2.2.1,1.0256156610168101
2.2.2.1.2.2.2.2.2.1.3.2.1.2.2.2.2.2.2.2.2.2,1.9814535738396715
2.2.2.1.2.2.2.2.2.1.3.2.2.1.2.1.2.2.2.2.2.2,0.977626520630343
2.2.2.1.2.2.2.2.2.1.3.2.2.1.2.2.2.2.2.2.2.2,1.1128348187796475
2.2.2.1.2.2.2.2.2.1.3.2.2.2.1.2.2.2.2.2.2.2,1.7744866816815679
2.2.2.1.2.2.2.2.2.1.3.2.2.2.2.2.2.2.2.2.2.1,0.7724943192955525
2.2.2.1.2.2.2.2.2.1.3.2.2.2.2.2.2.2.2.2.2.2,1.556539297212037
2.2.2.1.2.2.2.2.2.2.1.1.1.2.2.2.2.2.2.2.2.2,2.9385428855271227
2.2.2.1.2.2.2.2.2.2.1.1.2.2.2.2.2.2.2.2.2.2,2.6119354329378153
2.2.2.1.2.2.2.2.2.2.1.2.1.1.2.2.2.2.2.2.2.2,2.912298073740429
2.2.2.1.2.2.2.2.2.2.1.2.1.2.1.2.2.2.2.2.2.2,2.98065515099145
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.1.2.2.2.2.2.2,2.8965744647120073
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.1.2.2.2.2.2,2.9428056897716632
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.1.2.2.2.2,2.9214898397765316
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.1.2.2.2,2.956214174541545
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.1.2.2,2.936135382941073
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.1.2,2.881302191485625
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.1,2.5209261996485868
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.2,2.821045942956859
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.2.3,3.2320902200657775
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.2.3.2,2.995614859692606
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.2.3.2.2,2.89807436418285
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.2.3.2.2.2,2.877889606645185
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.2.3.2.2.2.2,2.8853460070514165
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.2.3.2.2.2.2.2,2.927508254505029
2.2.2.1.2.2.2.2.2.2.1.2.1.2.2.3.2.2.2.2.2.2,2.9301750853709554
2.2.2.1.2.2.2.2.2.2.1.2.1.2.3.2.2.2.2.2.2.2,2.8737068879691723
2.2.2.1.2.2.2.2.2.2.1.2.1.3.2.2.2.2.2.2.2.2,2.942022524952716
2.2.2.1.2.2.2.2.2.2.1.2.2.1.2.2.2.2.2.2.2.2,1.8284314120684924
2.2.2.1.2.2.2.2.2.2.1.2.2.2.1.2.2.2.2.2.2.2,2.6302500882210973
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.1.2.2.2.2.2.2,1.7893861084563345
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.1.2.2.2.2.2,2.595361715682522
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.1.2.2.2.2,2.580993140398942
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.1.2.2.2,2.605996390434452
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.1.2.2,2.5909770903632383
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.1.2,2.5159521865593124
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.1,2.1821382880475455
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.2,2.6103746873513733
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.2.3,2.8722855774583325
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.2.3.2,2.6755280701640674
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.2.3.2.2,2.5616607399547022
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.2.3.2.2.2,2.52843865532576
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.2.3.2.2.2.2,2.5268233695929077
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.2.3.2.2.2.2.2,2.574960328920667
2.2.2.1.2.2.2.2.2.2.1.2.2.2.2.3.2.2.2.2.2.2,2.5852242394627605
